forpoang,rec_gate,hylla_ny,struktur_kill,v23_status,v23_fel,src,kluster,namn,koncept,goods_id,url_se,alt_ids,dna,tier,elim,orsak,rec,rec_kalla,pris_usd,temu_pris_sek,vart_pris,golv_namn,golv_pris,ankare_namn,ankare_pris,se_pris,q4,hook,risk,temu_hamtad
55,?,?,False,,,v22/fas2/bat.json,bat,,motorlas-utombordare,,,,,ELIM,shelf,FAIL,,,,,,,,"Biltema Motorlås för utombordare (egen underkategori /bat/batmotor/motorlas/), H",,,,,Biltema har en egen underkategori för motorlås. Gate 3 fäller konceptet innan en enda Temu-sökning.,False
55,?,?,False,,,v22/fas2/husvagn-mc.json,husvagn-mc,20w 12 solar trickle charger maintainer portable solar panel battery charger kit rv truck boat,batteriunderhall-uppstalld,601105637378446,https://www.temu.com/se/g-601105637378446.html,,,ELIM,shelf,FAIL,,,30.0,,816,Samma hylla.,,,,,,,Samma hylla.,False
55,?,?,False,,,v22/fas2/husvagn-mc.json,husvagn-mc,210d oxford cloth material black motorcycle cover with reflective design,mc-kapell,601103596884193,https://www.temu.com/se/g-601103596884193.html,,,ELIM,shelf,FAIL,,,21.0,,572,MC-kapell ar redan avgjort: fallt mot Biltema helkapell 429 kr.,,,,,,,MC-kapell ar redan avgjort: fallt mot Biltema helkapell 429 kr.,False
55.0,?,?,False,,,v22/fas2/tomt.json,tomt,"Lawn Aerator Tool With 17 Steel Spikes, Spring Loaded Design, Adjustable T-Handle",manuell gräsmatteluftare,606111973368608,https://www.temu.com/se/g-606111973368608.html,,55.0,C,,PENDING_VERIFICATION,,,30.0,,799.0,,,,,799.0,,Står vattnet kvar på gräsmattan efter regn?,"Samma hyllrisk som mossräfsan, men svagare hook — luftning är en osynlig payoff (ägaren ser inget resultat på veckor), vilket är en punkt i negativa rymden.",False
55.0,GREEN,?,False,,,v22/fas2/tomt.json,tomt,"Heavy Duty Manual Lawn Aerator With Replaceable Spikes, Yard Aerator For Soil Aeration",manuell gräsmatteluftare (alternativ listning),601099582573269,https://www.temu.com/se/g-601099582573269.html,,50.0,ELIM,ekonomi,PENDING_VERIFICATION,9,snippet,37.0,,999.0,,,,,999.0,,Står vattnet kvar på gräsmattan efter regn?,"Landad kostnad tangerar 420 kr-stoppet och 2,4x hamnar över takpriset.",False
54.0,?,?,False,,,v22/fas2/hus.json,hus,"Large Outdoor Extension Cord Box with IP54 Waterproof Electrical Cord Connection Safety Protector Cover, Heavy Duty Orga",utomhus-elbox-sladdskarv,601103857379570,https://www.temu.com/se/g-601103857379570.html,,54.0,B,,PENDING_VERIFICATION,,,,,749.0,,,,,749.0,,Ligger dina utesladdar i löven?,Behovet är latent. Ägaren har redan löst det med en plastpåse och tycker inte att det är ett problem förrän något smäller — och objektet är för generiskt för att Meta ska hitta ägaren på bilden.,False
53.0,?,PASS,False,,,dataset(V2.1),djur,,hunden efter höstpromenaden + hallen/bilen,601105260939830,https://www.temu.com/se/g-601105260939830.html,,48.0,ELIM,shelf,"Rusta säljer exakt samma form (microfiberrock med justerbar magrem) för 39,90 kr i butik. Märkesankare finns (Rukka 349–539, Pomppa 599–1 099), men kedjepriset är under vad Temu-varan kostar i inköp med frakt.",,,,,,"PriceRunner-utdrag 'hundbadrock/torkrock hund': Danish Design 319–699, Rukka Aal",349.0,Rukka Medea Eco Badrock (Arken Zoo),349.0,,,,Storleksvalet + att kedjeform finns: två av tre förlorarmarkörer,False
53.0,?,PASS,False,,,dataset(V2.1),jakt,"Trail camera tree mount, quick mount, screw-in, 360° rotating (ur sökträff)",Åtelkameran,601099528730356,https://www.temu.com/se/g-601099528730356.html,,48.0,C,,,,,,,,Hylte Jakt & Lantman,149.0,Flexifästet för åtelkamera,239.0,,,,"149 kr i fackhandeln — bara som 3-pack blir det affär, och då konkurrerar vi med 'köp tre hos Hylte'.",False
53.0,?,PASS,False,,,dataset(V2.1),jakt,"Trail camera mounting bracket 1/4-20, 360° rotating, aluminium alloy (ur sökträff)",Åtelkameran,601101388285623,https://www.temu.com/se/g-601101388285623.html,,48.0,C,,,,,,,,Hylte Jakt & Lantman,149.0,Flexifästet för åtelkamera,239.0,,,,"149 kr i fackhandeln — bara som 3-pack blir det affär, och då konkurrerar vi med 'köp tre hos Hylte'.",False
53.0,?,PASS,False,,,dataset(V2.1),jakt,Trail camera tree bracket + solar panel bracket (ur sökträff),Åtelkameran,601099538457690,https://www.temu.com/se/g-601099538457690.html,,48.0,C,,,,,,,,Hylte Jakt & Lantman,149.0,Flexifästet för åtelkamera,239.0,,,,"149 kr i fackhandeln — bara som 3-pack blir det affär, och då konkurrerar vi med 'köp tre hos Hylte'.",False
53.0,?,PASS,False,,,dataset(V2.1),jakt,"Wilderness trail camera mounting bracket, hunting (ur sökträff)",Åtelkameran,601099512956096,https://www.temu.com/se/g-601099512956096.html,,48.0,C,,,,,,,,Hylte Jakt & Lantman,149.0,Flexifästet för åtelkamera,239.0,,,,"149 kr i fackhandeln — bara som 3-pack blir det affär, och då konkurrerar vi med 'köp tre hos Hylte'.",False
53.0,GREEN,?,False,,,v22/fas2/tomt.json,tomt,"Weed Puller Tool Stand Up Manual Weeder Heavy Duty With 60 Inch Long Handle, 4-Claw Steel Head",stående ogräsdragare med fotspak,601102313087988,https://www.temu.com/se/g-601102313087988.html,,48.0,C,presens,PENDING_VERIFICATION,55,snippet,13.0,,449.0,,,,,449.0,,Har du maskrosor i hela gräsmattan?,"Presens: friktionen finns men den toppar i maj, inte i september. Höstlanseringen tappar 6–8 månaders säsong.",False
52.0,?,?,False,,,dataset(V2.1),tomt,"2pcs Trash Can Lock, Adjustable Lid Lock for 30–50 Gallon Bins, Sturdy Nylon Strap (ur sökutdrag)",Sopkärlet (kommunalt 140–370 l kärl vid gatan),601099530267994,https://www.temu.com/se/g-601099530267994.html,,52.0,C,,,,,,,,Biltema/Jula/Clas Ohlson/Rusta,,,,,,,Passar inte 240/370 l — halva kärlparken,False
52.0,?,?,False,,,v22/fas2/hus.json,hus,"1pc Patio Awning Canopy Retractable Patio Door Window Awning Shelter Protective Waterproof Winter Storage Cover, 210D Po",markisoverdrag-vinter,601099542820490,https://www.temu.com/se/g-601099542820490.html,,52.0,ELIM,shelf,FAIL,,,,,,,,HORNBACH Skyddsöverdrag till markis (3 m / 4 m / 5 m),,,,Har du markis som ska in nu?,"Hyllan är täckt i både byggkedja och marketplace, och längden är ett mått ägaren inte kan utantill.",False
52.0,?,?,False,,,v22/fas2/hus.json,hus,"1pc Outdoor Awning Protective Cover, Retractable Roller Blind Cover, 600D Oxford Cloth, Dust & Waterproof Rain Canopy Co",markisoverdrag-vinter,601099533217969,https://www.temu.com/se/g-601099533217969.html,,52.0,ELIM,shelf,FAIL,,,,,,,,HORNBACH Skyddsöverdrag till markis (3 m / 4 m / 5 m),,,,Har du markis som ska in nu?,"Hyllan är täckt i både byggkedja och marketplace, och längden är ett mått ägaren inte kan utantill.",False
52.0,?,?,False,,,v22/fas2/hus.json,hus,1pc Patio Awning Canopy Protective Waterproof Winter Storage Cover (UK),markisoverdrag-vinter,601099542327657,https://www.temu.com/se/g-601099542327657.html,,52.0,ELIM,shelf,FAIL,,,,,,,,HORNBACH Skyddsöverdrag till markis (3 m / 4 m / 5 m),,,,Har du markis som ska in nu?,"Hyllan är täckt i både byggkedja och marketplace, och längden är ett mått ägaren inte kan utantill.",False
52.0,?,?,False,,,v22/fas2/hus.json,hus,"1pc Patio Awning Canopy Protective Waterproof Winter Storage Cover, Retractable Patio Door Window Awning Sunshade Shelte",markisoverdrag-vinter,601099542310238,https://www.temu.com/se/g-601099542310238.html,,52.0,ELIM,shelf,FAIL,,,,,,,,HORNBACH Skyddsöverdrag till markis (3 m / 4 m / 5 m),,,,Har du markis som ska in nu?,"Hyllan är täckt i både byggkedja och marketplace, och längden är ett mått ägaren inte kan utantill.",False
52.0,?,?,False,,,v22/fas2/hus.json,hus,"1pc Roof Cover Waterproof RV Awning Cloth Protective Cover, UV & Dust Resistant, Heavy Duty 210D Fabric, Universal Fit",markisoverdrag-vinter,601099642455917,https://www.temu.com/se/g-601099642455917.html,,52.0,ELIM,shelf,FAIL,,,,,,,,HORNBACH Skyddsöverdrag till markis (3 m / 4 m / 5 m),,,,Har du markis som ska in nu?,"Hyllan är täckt i både byggkedja och marketplace, och längden är ett mått ägaren inte kan utantill.",False
52.0,GREEN,PASS,False,,,v22/fas2/maskiner.json,maskiner,"Stainless Steel Pressure Washer Gutter Cleaner Attachment, Angled Extension Wand for Gutter Cleaning, 5 Nozzle Tips, 1/4",Hängrännerensare till högtryckstvätten - vinklad/teleskopisk lans som gör att ägaren spolar rännan ren från marken i stället för från stegen,601099765366861,https://www.temu.com/se/g-601099765366861.html,,42.0,C,shelf,FAIL,17,snippet,12.81,,399.0,,,"90 Tums Högtryckstvätt Förlängningsrör Power Washer-lans (PriceRunner, identisk ",270.5,399.0,,Rensar du hängrännan från stegen?,"Identisk 90-tums-lans ligger redan på PriceRunner för 270,50 kr - vårt 599 kr blir 2,2x en synlig identisk vara, inte ett ankarläge.",False
52.0,GREEN,PASS,False,,,v22/fas2/maskiner.json,maskiner,"120inch Pressure Washer Extension Wand Power Rods Set, Stainless Steel Washer Lance With U-Shaped & 30/90 Bends, 1/4"" Qu",Hängrännerensare till högtryckstvätten - vinklad/teleskopisk lans som gör att ägaren spolar rännan ren från marken i stället för från stegen,605689590205879,https://www.temu.com/se/g-605689590205879.html,,42.0,C,shelf,FAIL,72,snippet,20.66,,599.0,,,"90 Tums Högtryckstvätt Förlängningsrör Power Washer-lans (PriceRunner, identisk ",270.5,599.0,,Rensar du hängrännan från stegen?,"Identisk 90-tums-lans ligger redan på PriceRunner för 270,50 kr - vårt 599 kr blir 2,2x en synlig identisk vara, inte ett ankarläge.",False
52.0,GREEN,PASS,False,,,v22/fas2/maskiner.json,maskiner,"10pcs, 4000 PSI High Pressure Washer Extension Wand set, 1/4"" Quick Connect Washer Lance with 6 Nozzle Tips, 30/90/120 G",Hängrännerensare till högtryckstvätten - vinklad/teleskopisk lans som gör att ägaren spolar rännan ren från marken i stället för från stegen,601103335180995,https://www.temu.com/se/g-601103335180995.html,,42.0,C,shelf,FAIL,74,snippet,9.28,,449.0,,,"90 Tums Högtryckstvätt Förlängningsrör Power Washer-lans (PriceRunner, identisk ",270.5,449.0,,Rensar du hängrännan från stegen?,"Identisk 90-tums-lans ligger redan på PriceRunner för 270,50 kr - vårt 599 kr blir 2,2x en synlig identisk vara, inte ett ankarläge.",False
52.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"2pcs fireplace vent cover, magnetic fireplace windproof plug, indoor chimney cover (SE-titel: magnetisk eldstadsdragstop",eldstads-dragstopp,601099539860017,https://www.temu.com/g-601099539860017.html,,52.0,C,,PASS,,,,,349.0,,,"NSP skjutspjäll (Nordiska Skorstensprodukter, fackhandel)",,349.0,,Drar det kallt från öppna spisen?,Varianten: eldstadsöppningens mått måste mätas av kunden. Det är exakt den ägarkunskap-0-fällan som fällde eldstadsöverdraget 28–48 tum i förra körningen.,False
52.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"2pcs magnetic fireplace draft stopper, indoor chimney draft guard vent cover",eldstads-dragstopp,601099541049879,https://www.temu.com/g-601099541049879.html,,52.0,C,,PASS,,,,,349.0,,,"NSP skjutspjäll (Nordiska Skorstensprodukter, fackhandel)",,349.0,,Drar det kallt från öppna spisen?,Varianten: eldstadsöppningens mått måste mätas av kunden. Det är exakt den ägarkunskap-0-fällan som fällde eldstadsöverdraget 28–48 tum i förra körningen.,False
52.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"magnetic fireplace draft stopper, indoor chimney vent cover to prevent heat loss",eldstads-dragstopp,601099711946264,https://www.temu.com/g-601099711946264.html,,52.0,C,,PASS,,,,,349.0,,,"NSP skjutspjäll (Nordiska Skorstensprodukter, fackhandel)",,349.0,,Drar det kallt från öppna spisen?,Varianten: eldstadsöppningens mått måste mätas av kunden. Det är exakt den ägarkunskap-0-fällan som fällde eldstadsöverdraget 28–48 tum i förra körningen.,False
52.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"1pc magnetic fireplace blanket, blocker blanket stops overnight heat loss, with magnet and hook-and-loop",eldstads-dragstopp,601099524589459,https://www.temu.com/g-601099524589459.html,,52.0,C,,PASS,,,,,349.0,,,"NSP skjutspjäll (Nordiska Skorstensprodukter, fackhandel)",,349.0,,Drar det kallt från öppna spisen?,Varianten: eldstadsöppningens mått måste mätas av kunden. Det är exakt den ägarkunskap-0-fällan som fällde eldstadsöverdraget 28–48 tum i förra körningen.,False
52.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"2pcs fireplace vent cover magnetic draft stopper, insulation blocker, 36.4 inch",eldstads-dragstopp,601099540619891,https://www.temu.com/g-601099540619891.html,,52.0,C,,PASS,,,,,349.0,,,"NSP skjutspjäll (Nordiska Skorstensprodukter, fackhandel)",,349.0,,Drar det kallt från öppna spisen?,Varianten: eldstadsöppningens mått måste mätas av kunden. Det är exakt den ägarkunskap-0-fällan som fällde eldstadsöverdraget 28–48 tum i förra körningen.,False
50.0,?,PASS,False,,,dataset(V2.1),bat,"Marine outboard propeller cover, heavy duty UV polyester, reflective",Propellern på en utombordare som står på trailer/bockar,601099611345347,https://www.temu.com/se/g-601099611345347.html,,45.0,"C (want, inte need)",,,,,,,,"PR: bara metallskydd (Seatec 3 009 kr, Nuova Rade 1 663 kr) — annan form; tygöve",3009.0,"Seatec propellerskydd (metall, annan form)",3009.0,,,,"want, inte need: ingen synlig skada vid annonstillfället — samma svaghet som kranskyddet",False
50.0,?,?,False,,,dataset(V2.1),bat,"Boat trailer bunk slide pads 3×10 in, glide pads",Bunkar (mattklädda balkar) på båttrailern,601100875031411,https://www.temu.com/se/g-601100875031411.html,,50.0,C (publik + mått),,,,,,,,PR: inget (glidlist båttrailer 0 relevanta); Biltema obekräftat minne: inga glid,,,,,,,"svensk publik: rulltrailers dominerar, bunkar är ovanliga → för liten ägarklass",False
50.0,?,PASS,False,,,dataset(V2.1),djur,,bilens baksäte + hunden (jakthund/stor hund),606422871955299,https://www.temu.com/se/g-606422871955299.html,,45.0,B (dubblett),,,,,,,,PriceRunner-utdrag 'bilskydd hund baksäte': hängmatta finns överallt (Teknikprof,1167.0,PJDDP Baksätesförlängare hårdbottnad (marketplace),1167.0,,,,Kan vara vanlig hängmatta = hyllan FAIL,False
50.0,?,PASS,False,,,dataset(V2.1),djur,,hönshuset/hönsgårdens vattenautomat,603266490408979,https://www.temu.com/se/g-603266490408979.html,,45.0,C (> 1 000 + spänning),,,,,,,,Granngården: Värmeplatta Kerbl för vattenautomat 15 W (annan form: platta under ,,"Kerbl NoFrost eluppvärmd vattenautomat 330 ml (Lantkompaniet) – småformat, inte ",399.0,,,,Två okända som var för sig fäller: Temu-priset (troligen för högt) och nätspänningen,False
50.0,?,?,False,,,dataset(V2.1),garage,"EV Charger Plug Port Cover Magnetic, waterproof/dustproof, yellow",Elbilens laddport,601102247242522,https://www.temu.com/se/g-601102247242522.html,,50.0,C,,,,,,,,,,,,,,,Färgen — 45–70-ägaren vill inte ha en gul flärp på bilen,False
50.0,?,?,False,,,dataset(V2.1),handmaskiner,3pcs Firewood Log Splitter Drill Bit Removable Cones Wood Splitting Logs Bits Heavy Duty Electric Drills Screw Cone Driv,Ved + borrmaskin — 3-delars set med utbytbara koner,601099525606604,https://www.temu.com/se/g-601099525606604.html,,50.0,C,,,,,,,,Ingen av kedjorna ur kunskap — EJ VERIFIERAD,,,,,,,Kit-formatet; enkelvarianten 601099512512218 är bättre om videon duger,False
50.0,?,PASS,False,,,dataset(V2.1),jakt,Shooting sandbags / gun rest bag for outdoor shooting (ur sökträff),Geväret + tornkanten,601099522798994,https://www.temu.com/se/g-601099522798994.html,,45.0,C,,,,,,,,Pricerunner/Hylte (fackhandel),495.0,Caldwell Universal Front Shooting Rest Bag,495.0,,,,Meta kan neka vapentillbehör; Caldwell 495 sätter taket lågt; Temu-pris sannolikt < 100 kr.,False
50.0,?,PASS,False,,,dataset(V2.1),jakt,"Hunting bag stand support / window support bag (ur WebFetch shooting-rest-s.html, $11.66)",Tornets fönsterkarm/räcke,601099536908795,https://www.temu.com/se/g-601099536908795.html,,45.0,C,,,,,,,,Pricerunner/Hylte (fackhandel),495.0,Caldwell Universal Front Shooting Rest Bag,495.0,,,,Samma som ovan; formen finns hos Caldwell/Champion.,False
50.0,?,PASS,False,,,dataset(V2.1),jakt,"Shooting rest for hunting, shooting sticks/tripod, heavy-duty iron, adjustable height/angle (ur sökträff)",Geväret (markpass),601103794016378,https://www.temu.com/se/g-601103794016378.html,,45.0,C,,,,,,,,Pricerunner/Hylte (fackhandel),495.0,Caldwell Universal Front Shooting Rest Bag,495.0,,,,Tungt = dyr frakt; 5etta/Vanguard 583–1 680 är ett bra ankare men Temu-priset okänt; vapentillbehör i Meta.,False
50.0,?,PASS,False,,,dataset(V2.1),jakt,"Shooting rest with ball head for shooting sticks & stands (ur WebFetch, $24.46)",Skjutkäppen jägaren redan har,601102189720371,https://www.temu.com/se/g-601102189720371.html,,45.0,C,,,,,,,,Pricerunner/Hylte (fackhandel),495.0,Caldwell Universal Front Shooting Rest Bag,495.0,,,,Kräver att ägaren har käpp med gänga; smal publik.,False
50.0,?,?,False,,,dataset(V2.1),tomt,"8-Pack 16 × 3.75 in Aluminum Anti-Slip Stair Strip with screws, coated black, stair nosing for wooden ramp/deck steps (u",Altantrappan / trätrappan till entrén,603293367547124,https://www.temu.com/se/g-603293367547124.html,,50.0,C,,,,,,,,"Biltema/Jula (halktejp — samma kategori, annan form); Bauhaus/Hornbach (trappnos",,,,,,,Att kunden ser 'halktejp med skruv' och jämför med Biltemas 79-kronorsrulle — anchor saknas,False
50.0,GREEN,?,False,,,dataset(V2.1),vatten,"* IBC Lock Filter, IBC Filter Nylon Filter Skydd Ton * Skydd Tote Tank Lock Andnings Skydd IBC Tank Pass Filter Mesh","IBC-tank, inloppslock",601099574693078,https://www.temu.com/se/g-601099574693078.html,,45.0,C,economics,,33,snippet,,42.22,152,UNKNOWN,,,,,,,Produkten är en nylonstrumpa — old way är gratis och lika bra.,False
50.0,?,?,False,,,dataset(V2.1),vatten,extra large fountain mesh pond pump filter bag 24x26 in,Dammpumpen,601100782710160,https://www.temu.com/se/g-601100782710160.html,,50.0,C,,,,,,,,fackhandel (obekräftat),,,,,,,"Som 601099537193860 (dubblett, XL-storlek).",False
50.0,GREEN,PASS,False,,,v22/fas2/djur.json,djur,(engelsk slug; svensk titel BLOCKED_SOURCE),Nat/tak over honsgarden mot hok,606030033447457,https://www.temu.com/se/g-606030033447457.html,,40.0,C,hyllan,FAIL,45,snippet,15.0,,499.0,,,Honsnat/fagelnat i svensk handel,557.0,499.0,,Tar hoken dina hons?,Nat i lopmeter ar mass-commodity i Sverige (110-557 kr).,False
50.0,?,PASS,False,,,v22/fas2/hus.json,hus,"Heavy Duty Adjustable Telescopic Roof Gutter Cleaning Tool with Extendable Pole, Removable Brush & Scraper Attachments, ",teleskop-rannrensare-takmossa,601103363183086,https://www.temu.com/se/g-601103363183086.html,,45.0,ELIM,shelf,FAIL,,,,,,,,Jula Hängrännerensare (Axley),299.0,,,Är hängrännan full av löv nu?,Redan fallen i V2 på samma gate. Jula 299 kr sätter taket.,False
